tanggal,waktu,content,username,content_final,cluster,sentimen_lexicon,sentimen_kmeans
2025-12-03,13:47:36,PopENjoy (snack) nempe voucher 50% s/d 120rb Khusus produk bertanda 50% https://t.co/l5f0mBQPNp Toko makanan minuman lain nempel voucher 50% Snackku https://t.co/SmOOpXGPdb Frisian Flag https://t.co/QaJYbcWc0q Ovaltine https://t.co/N9L0c2fEBG Yupi https://t.co/XHxVODFqz4 https://t.co/rtnIqbrNeV,,popenjoy snack nempe voucher khusus produk tanda toko makan minum nempel voucher snackku frisian flag ovaltine yupi,1,Netral,Negatif
2025-12-03,10:40:31,@halalindonesia_ Syarat NIB pada pendaftaran sertifikat halal gratis itu sebaiknya ditiadakan Krn telah menjadi beban Pendamping Produk Halal dlm memproses sertifikat halal para pelaku usaha UMKM sebab sebagian pelaku usaha malas atau enggan mengurus sendiri NIBnya,,syarat nib daftar sertifikat halal gratis tiada beban damping produk halal proses sertifikat halal laku usaha umkm laku usaha malas enggan urus nibnya,1,Positif,Negatif
2025-12-03,10:36:25,@halalindonesia_ Kendala2 para Pendamping Produk Halal dilapangan itu kurangnya antusias pelaku usaha UMKM untuk mendaftarkan usahanya program Sertifikat Halal Gratis meskipun sdh dijelaskan secara detail. Belum lagi beban PPPH yg harus mengurus soal NIB pelaku usaha yg bukan bidangnya,,kendala damping produk halal lapang kurang antusias laku usaha umkm daftar usaha program sertifikat halal gratis sdh detail beban ppph urus nib laku usaha bidang,1,Positif,Negatif
2025-12-03,05:48:13,Coba lihat produk ini! https://t.co/2GYbJwrSMW,,coba lihat produk,1,Netral,Negatif
2025-12-03,01:08:56,@ilhampurnama887 Ah yg penting kan tenar medsos nya kmdn produk kecantikan laku.dan praktek aman halal tanpa gugatan mirip 11 12 dgn deddy cobuzier yg podcastnya ramai kmdn karirnya naik diangkat jd anggota kehormatan tni sekaligus doi bisa nikah lg meskipun akhirnya pisah faktor kenyamanan coy,,tenar medsos nya kmdn produk cantik lakudan praktek aman halal gugat deddy cobuzier podcastnya ramai kmdn karirnya angkat anggota hormat tni doi nikah pisah faktor nyaman coy,1,Positif,Negatif
2025-12-02,23:17:59,Coba lihat produk ini! https://t.co/o6g5zApz9n,,coba lihat produk,1,Netral,Negatif
2025-12-02,20:32:02,Suplemen kami sudah banyak terbukti khasiat nya 100% efektif. Sudah finish pun masih berdiri tegak dan tidak terasa sakit dapat malanjutkan kembali Silahkan di coba dan buktikan sendiri. 1 BOX Isi 5 Sachet Produk HALAL Tanpa candu berkelanjutan Tanpa bahan kimia #obatkuat https://t.co/81Dh2gUp0h,,suplemen bukti khasiat nya efektif finish diri tegak sakit malanjutkan silah coba bukti box isi sachet produk halal candu lanjut bahan kimia,1,Positif,Negatif
2025-12-02,14:31:01,Apakah Hadalabo Shirojyun Ultimate Whitening Milk Sudah BPOM dan Halal? https://t.co/ylABg2V52e,,hadalabo shirojyun ultimate whitening milk bpom halal,2,Positif,Positif
2025-12-02,14:20:24,Apakah Animate Glowing Barrier Night Cream Sudah BPOM dan Halal? https://t.co/Jg3wte8jp9,,animate glowing barrier night cream bpom halal,2,Positif,Positif
2025-12-02,14:15:44,Apakah Animate Acne Solution Day Cream Sudah BPOM dan Halal? https://t.co/M1CM273fZm,,animate acne solution day cream bpom halal,2,Positif,Positif
2025-12-02,14:10:30,Apakah MS Glow WhitecellDNA Body Essence Sudah BPOM dan Halal? https://t.co/N93nUrIiS8,,glow whitecelldna body essence bpom halal,2,Positif,Positif
2025-12-02,14:05:47,Apakah Hanasui Naturgo Lightening Peel off Mask Sudah BPOM dan Halal? https://t.co/gg6jzNwBEd,,hanasui naturgo lightening peel off mask bpom halal,2,Positif,Positif
2025-12-02,14:00:21,Apakah Marina Uv White Hand &amp; Body Lotion E Collagen Asta Sudah BPOM dan Halal? https://t.co/VVIvzMLWSa,,marina white hand body lotion collagen asta bpom halal,2,Positif,Positif
2025-12-02,13:55:39,Apakah Amura Ageless Ultra Day Cream Sudah BPOM dan Halal? https://t.co/mjRwD0befH,,amura ageless ultra day cream bpom halal,2,Positif,Positif
2025-12-02,13:50:36,Apakah Cica by Anissa Fitmautami Masker Safron Sudah BPOM dan Halal? https://t.co/DEunnykVcP,,cica anissa fitmautami masker safron bpom halal,2,Positif,Positif
2025-12-02,13:44:46,Apakah N Glow Skincare Night Acne Sudah BPOM dan Halal? https://t.co/AJ3tJxM7ZH,,glow skincare night acne bpom halal,2,Positif,Positif
2025-12-02,13:30:25,Apakah Shinzu i Skin Lightening Body Scrub With Sakura Extract Sudah BPOM dan Halal? https://t.co/gQFgrGok1P,,shinzu skin lightening body scrub with sakura extract bpom halal,2,Positif,Positif
2025-12-02,13:25:24,Apakah Skinnaza Glow Brightening Facial Wash Sudah BPOM dan Halal? https://t.co/lg0KoKdeVP,,skinnaza glow brightening facial wash bpom halal,2,Positif,Positif
2025-12-02,13:20:32,Apakah Johnson s Baby Powder Sudah BPOM dan Halal? https://t.co/f6ERrVSiuG,,johnson baby powder bpom halal,2,Positif,Positif
2025-12-02,13:15:09,Apakah Jeune Fen Black Opium Collagen Body Lotion Sudah BPOM dan Halal? https://t.co/7hIvyvTKCN,,jeune fen black opium collagen body lotion bpom halal,2,Positif,Positif
2025-12-02,13:10:24,Apakah Kojie-San Whitening Body Lotion With Kojic Acid Sudah BPOM dan Halal? https://t.co/VxsAkgWDbE,,kojiesan whitening body lotion with kojic acid bpom halal,2,Positif,Positif
2025-12-02,13:06:14,Apakah Scarlett Fragrance Body Lotion Jolly Sudah BPOM dan Halal? https://t.co/tS2n1dkFLc,,scarlett fragrance body lotion jolly bpom halal,2,Positif,Positif
2025-12-02,13:00:56,Apakah Kojie-San Skin Brightening Soap With Kojic Dipalmitate Vitamin A C &amp; E Sudah BPOM dan Halal? https://t.co/Ey75ClHZfP,,kojiesan skin brightening soap with kojic dipalmitate vitamin bpom halal,2,Positif,Positif
2025-12-02,12:50:26,Apakah Deviti Body Lotion Sudah BPOM dan Halal? https://t.co/Hoz1vXc0wl,,deviti body lotion bpom halal,2,Positif,Positif
2025-12-02,11:31:12,@halalindonesia_ Dengan adanya sertifikasi halal pada produk berarti sudah terjamin bahwa produk tersebut aman dan sehat untuk dikonsumsi dan kami sebagai konsumen tidak ragu lagi tentang kehalalan produk yang sudah bersertifikat halal.,,sertifikasi halal produk jamin produk aman sehat konsumsi konsumen ragu halal produk sertifikat halal,1,Positif,Negatif
2025-12-02,11:24:37,@halalindonesia_ Betul sekali dengan adanya sertifikasi halal pada sebuah produk berarti sudah ada jaminan bahwa produk tersebut aman dan sehat untuk dikonsumsi,,sertifikasi halal produk jamin produk aman sehat konsumsi,1,Positif,Negatif
2025-12-02,09:36:02,Produk perikanan dan olahannya juga termasuk dalam kategori yang wajib memiliki Perizinan Halal. Untuk memudahkan proses pendaftaran pastikan Anda memilih Pendamping Proses Produk Halal (PPH) yang telah ditetapkan. https://t.co/sfBgkkVdXr,,produk ikan olah kategori wajib milik izin halal mudah proses daftar pasti pilih damping proses produk halal pph tetap,1,Positif,Negatif
2025-12-02,09:35:56,seluruh produk yang beredar dan diperdagangkan di Indonesia wajib memiliki sertifikat halal. Ketentuan ini berlaku untuk berbagai jenis produk seperti makanan minuman bahan baku jasa penyembelihan serta hasil sembelihan.,,produk edar dagang indonesia wajib milik sertifikat halal tentu laku jenis produk makan minum bahan baku jasa sembelih hasil sembelih,1,Positif,Negatif
2025-12-02,09:35:55,Salam super sahabat #minamania Ayo segera daftarkan produk olahan perikanan (Poklahsar) Anda untuk memperoleh Perizinan Halal. Tahukah Anda? Sesuai UU No. 11 Tahun 2020 dan PP No. 39 Tahun 2021 https://t.co/NsrkNuMpJd,,salam super sahabat ayo daftar produk olah ikan poklahsar oleh izin halal tahu sesuai,1,Positif,Negatif
2025-12-02,09:17:57,buat jadi produk pionir yang meroket tahun depan PT Skinsol Bionature Asia siap bantu kamu dari riset formulasi legalitas sampe produksi. Tinggal bawa visi sisanya biar kami yang urus Skinsol Bionature Asia Pabrik Herbal Terbaik dan Terbesar BPOM Halal,,produk pionir roket skinsol bionature asia bantu riset formulasi legalitas sampe produksi tinggal bawa visi sisa biar urus skinsol bionature asia pabrik herbal baik besar bpom halal,1,Positif,Negatif
2025-12-02,08:45:13,Apakah Viva Special Day Cream Sudah BPOM dan Halal? https://t.co/ZGRZ8v0gof,,viva special day cream bpom halal,2,Positif,Positif
2025-12-02,08:40:08,Apakah Bioaqua Nenhong Pink Gentle Gel Sudah BPOM dan Halal? https://t.co/IRH2Do9vVS,,bioaqua nenhong pink gentle gel bpom halal,2,Positif,Positif
2025-12-02,08:30:20,Apakah Zusa Jes Brightening Transparent Soap Sudah BPOM dan Halal? https://t.co/IKHkx2m8R4,,zusa jes brightening transparent soap bpom halal,2,Positif,Positif
2025-12-02,08:25:27,Apakah L Oreal Elseve [Hyaluron] Moisture Hydra Filling Night Cream Leave In Sudah BPOM dan Halal? https://t.co/XVxtpTmWjL,,oreal elseve hyaluron moisture hydra filling night cream leave bpom halal,2,Positif,Positif
2025-12-02,08:19:55,Apakah Dr. Oky Pratama Home Peeling Sudah BPOM dan Halal? https://t.co/RCEYNe9rse,,oky pratama home peeling bpom halal,2,Positif,Positif
2025-12-02,08:15:06,Apakah MS Glow Luminous Glowing Serum Sudah BPOM dan Halal? https://t.co/6LPmqIORNL,,glow luminous glowing serum bpom halal,2,Positif,Positif
2025-12-02,08:10:35,Apakah H&amp;H Skin Sunscreen Lightening Pink Sudah BPOM dan Halal? https://t.co/AM5S5yoewZ,,hamph skin sunscreen lightening pink bpom halal,2,Positif,Positif
2025-12-02,08:05:39,Apakah Marcks Bedak Beauty Powder Creme Sudah BPOM dan Halal? https://t.co/c5TLv2tzDn,,marcks bedak beauty powder creme bpom halal,2,Positif,Positif
2025-12-02,08:00:35,Apakah Rk Glow Beauty Lotion Sudah BPOM dan Halal? https://t.co/2PaajIyz11,,glow beauty lotion bpom halal,2,Positif,Positif
2025-12-02,07:50:37,Apakah Clorismen Soap Sudah BPOM dan Halal? https://t.co/BlBWosaqci,,clorismen soap bpom halal,2,Positif,Positif
2025-12-02,07:45:23,Apakah Evangeline Eau De Parfum Natural Spray Vaporisateur Black Sakura Sudah BPOM dan Halal? https://t.co/6GD8uF6I5p,,evangeline eau parfum natural spray vaporisateur black sakura bpom halal,2,Positif,Positif
2025-12-01,02:27:40,Kue Lapis Legit Kismis 17x17cm Lapis Legit Asli Basah Makanan Enak Murah Halal Harga Produk: Rp85.000 HARGA Diskon: Rp39.500 https://t.co/ThHQtN3aYO https://t.co/4cc5G71VnX,,kue lapis legit kismis xcm lapis legit asli basah makan enak murah halal harga produk harga diskon,1,Positif,Negatif
2025-12-01,02:18:46,Dodol Wijen Khas Tangerang Fresh Manis Lembek 250 gr / 1 Pcs Halal Harga Produk: Rp23.000 HARGA Diskon: Rp16.900 https://t.co/YDaaoQFMMP https://t.co/05j7w3UHra,,dodol wijen khas tangerang fresh manis lembek pcs halal harga produk harga diskon,1,Positif,Negatif
2025-12-01,02:16:55,Kue Nagasaki 15+1 Gratis / Ice Skin Mooncake Halal Lembut Creamy Manis Segar / Camilan Kekinian Premium Camilan Sehat Anak &amp; Dewasa / Bisa COD Oleh-Oleh Hadiah Snack Harian Camilan Keluarga Harga Produk: Rp73.000 HARGA Diskon: Rp36.500 https://t.co/qgfKRB3yhA https://t.co/CeTlR2EFKK,,kue nagasaki gratis ice skin mooncake halal lembut creamy manis segar camil kini premium camil sehat anak dewasa cod oleholeh hadiah snack hari camil keluarga harga produk harga diskon,1,Positif,Negatif
2025-12-01,02:14:50,Dodol Durian Asli Khas Tangerang 200 gr Harum Manis Halal Harga Produk: Rp29.000 HARGA Diskon: Rp17.900 https://t.co/nF11dqgASK https://t.co/OyqhQuTkFb,,dodol durian asli khas tangerang harum manis halal harga produk harga diskon,1,Positif,Negatif
2025-12-01,01:13:10,Produk yg kami tawarkan produk kualitas premium.di jamin halal dan milik muslim lokal. Ayo kita belajar cinta dengan produk anak negeri. Seharusnya kita bangga dengan produk anak negeri. Cek produk klik di sini. https://t.co/H1uXxzp54v https://t.co/iAievZTrbk,,produk tawar produk kualitas premiumdi jamin halal milik muslim lokal ayo ajar cinta produk anak negeri bangga produk anak negeri cek produk klik,1,Positif,Negatif
2025-11-30,23:38:16,@whosnab @Jefferyyyyy @Wellbeingwell20 @Aun_Pasu @Apdxxxx @nucleophilia @piyopikavet lol semua link yang dikasih pasti ada kayak gitunya itu menandakan pada jaman sekarang babi itu (terlepas halal dan haramnya karena balik lagi ke indivdu masingmasing) relatif aman dikonsumsi asal pengolahannya bener. sama aja kayak produk daging lainnya gitu kan,,lol link kasih kayak gitunya tanda jaman babi lepas halal haram indivdu masingmasing relatif aman konsumsi olah bener kayak produk daging gitu,1,Netral,Negatif
2025-11-30,18:00:03,TiktokShop Diskon 20-25% s/d 75rb Klaim vouchernya disini https://t.co/8MPkLR3BzX Rekomendasi Produk: Snack (lainnya cek toko) https://t.co/B6xOD3GQ4A Kopi Gajah 1dus https://t.co/VScn54Uktd Beanbag (Produk lain cek toko) https://t.co/IIySNxqWsD https://t.co/kVwGI183XI,,tiktokshop diskon klaim vouchernya rekomendasi produk snack cek toko kopi gajah dus beanbag produk cek toko,1,Netral,Negatif
2025-11-30,15:13:37,Sebagai bagian dari Danone Indonesia AQUA telah hadir lebih dari 50 tahun memproduksi secara lokal di 20 pabrik melibatkan 10.500 karyawan dan bekerja sama dengan 2 juta mitra di seluruh Indonesia. Semua produk kami aman sesuai standar BPOM &amp; SNI serta tersertifikasi Halal https://t.co/kxGYyfisgd,,danone indonesia aqua hadir produksi lokal pabrik libat karyawan juta mitra indonesia produk aman sesuai standar bpom sni sertifikasi halal,1,Positif,Negatif
2025-11-30,14:47:19,Kalo di pikir² kak jin hebat bange jd BA #jinramen &amp; #dongwontuna Mie Ramen yg awalnya g ada produk halal skrng jd ada trus yg ikan kemasan jg ntah dr awal sudah halal/blm tp skrng lebih yakin karna udah ada tulisannya mana produk² #방탄소년단진 #진 #BTSJIN #JIN,,kalo pikir kak jin hebat bange mie ramen produk halal skrng trus ikan kemas ntah halalblm skrng karna udah tulis produk,1,Positif,Negatif
2025-11-30,14:45:52,Apakah Garnier Skin Naturals Sakura Glow Hyaluron Serum Cream UV Sudah BPOM dan Halal? https://t.co/lwbYWoD0Ob,,garnier skin naturals sakura glow hyaluron serum cream bpom halal,2,Positif,Positif
2025-11-30,14:40:28,Apakah Emina Bright Stuff Moisturizing Cream Sudah BPOM dan Halal? https://t.co/4osiBKXL3x,,emina bright stuff moisturizing cream bpom halal,2,Positif,Positif
2025-11-30,14:35:00,Apakah Maybelline Super Stay Vinyl Ink 10 Lippy Sudah BPOM dan Halal? https://t.co/aZKHvJC4Mw,,maybelline super stay vinyl ink lippy bpom halal,2,Positif,Positif
2025-11-30,14:30:15,Apakah Cosrx Salicylic Acid Daily Gentle Cleanser Sudah BPOM dan Halal? https://t.co/YDyuqexJ1P,,cosrx salicylic acid daily gentle cleanser bpom halal,2,Positif,Positif
2025-11-30,14:25:22,Apakah Cosrx Advanced Snail 96 Mucin Power Essence Sudah BPOM dan Halal? https://t.co/2UysfDpsqW,,cosrx advanced snail mucin power essence bpom halal,2,Positif,Positif
2025-11-30,14:20:23,Apakah Wardah Perfect Bright Bright + Tone Up Micellar Water Sudah BPOM dan Halal? https://t.co/Of1kRxJTad,,wardah perfect bright bright tone micellar water bpom halal,2,Positif,Positif
2025-11-30,14:15:33,Apakah Luxcrime Blur &amp; Cover Two Way Cake Buttercream Sudah BPOM dan Halal? https://t.co/nl5rhGKzjA,,luxcrime blur cover two way cake buttercream bpom halal,2,Positif,Positif
2025-11-30,14:10:30,Apakah Wardah Crystal Secret Foaming Cleanser Sudah BPOM dan Halal? https://t.co/Qp5d52GNth,,wardah crystal secret foaming cleanser bpom halal,2,Positif,Positif
2025-11-30,14:04:42,Apakah Bening s by Dr. Oky Pratama Dipl. Aaam Brightening Night Cream Sudah BPOM dan Halal? https://t.co/f6rIYew1Mo,,bening oky pratama dipl aaam brightening night cream bpom halal,2,Positif,Positif
2025-11-30,14:00:19,Apakah Nivea Extra Bright C&amp;E Vitamin Lotion Sudah BPOM dan Halal? https://t.co/KIidQ5UV5R,,nivea extra bright campe vitamin lotion bpom halal,2,Positif,Positif
2025-11-30,13:55:15,Apakah Kanna Beauty Care Brightening and Hydrating Red Jelly Fresh Glow Sudah BPOM dan Halal? https://t.co/7RYSyEQJP6,,kanna beauty care brightening and hydrating red jelly fresh glow bpom halal,2,Positif,Positif
2025-11-30,13:50:34,Apakah Sea Make Up Acne Clear Micellar Water Sudah BPOM dan Halal? https://t.co/B7Cx9cFfeA,,sea make acne clear micellar water bpom halal,2,Positif,Positif
2025-11-30,13:40:27,Apakah MS Cosmetic Watermelon Hydrating Juice Sudah BPOM dan Halal? https://t.co/rrzW7GBjdt,,cosmetic watermelon hydrating juice bpom halal,2,Positif,Positif
2025-11-30,13:35:01,Apakah Camille Green Tea Wash Off Mask With Niacinamide Sudah BPOM dan Halal? https://t.co/52GEB0HySw,,camille green tea wash off mask with niacinamide bpom halal,2,Positif,Positif
2025-11-30,13:30:26,Apakah Herbal Plus Lightening Cream Daily Use Sudah BPOM dan Halal? https://t.co/5uFQAnx1cI,,herbal plus lightening cream daily use bpom halal,2,Positif,Positif
2025-11-30,13:24:28,Apakah Pyary Nalpamara Herbal Soap Sudah BPOM dan Halal? https://t.co/dHjRZJHii8,,pyary nalpamara herbal soap bpom halal,2,Positif,Positif
2025-11-30,13:20:02,Apakah H&amp;H Skin Sunscreen Acne Sudah BPOM dan Halal? https://t.co/umbjLRRjKr,,hamph skin sunscreen acne bpom halal,2,Positif,Positif
2025-11-30,13:15:27,Apakah Adera Collagen Soap Sudah BPOM dan Halal? https://t.co/le9BLBKcmT,,adera collagen soap bpom halal,2,Positif,Positif
2025-11-30,13:05:19,Apakah Seca Skin Renewal Mild Exfoliating Gel Sudah BPOM dan Halal? https://t.co/fzLwoc8Cl5,,seca skin renewal mild exfoliating gel bpom halal,2,Positif,Positif
2025-11-30,13:00:47,Apakah Adera Sisty Breast Gel with Pueraria Mirifica Extract Sudah BPOM dan Halal? https://t.co/ABI37iNP56,,adera sisty breast gel with pueraria mirifica extract bpom halal,2,Positif,Positif
2025-11-30,12:55:15,Apakah Jill Skincare Acne Spot Gel Sudah BPOM dan Halal? https://t.co/K90xpCvqxn,,jill skincare acne spot gel bpom halal,2,Positif,Positif
2025-11-30,12:50:48,Apakah Angel Tacik Whitening Body Lotion (Biru Muda) Sudah BPOM dan Halal? https://t.co/2BeZLi06hd,,angel tacik whitening body lotion biru muda bpom halal,2,Positif,Positif
2025-11-30,12:45:38,Apakah BG Skin Premium Night Cream with Kojic Acid Sudah BPOM dan Halal? https://t.co/OvYDrSR1pS,,skin premium night cream with kojic acid bpom halal,2,Positif,Positif
2025-11-30,12:32:27,Apakah My Skoonheid Whitening Body Lotion Sudah BPOM dan Halal? https://t.co/3gLqgrfbyq,,skoonheid whitening body lotion bpom halal,2,Positif,Positif
2025-11-30,12:25:18,Apakah Maybelline Super Stay Vinyl Ink 15 Peachy Sudah BPOM dan Halal? https://t.co/8jgHO3wheU,,maybelline super stay vinyl ink peachy bpom halal,2,Positif,Positif
2025-11-30,12:20:28,Apakah Flowhite Bright Essence Body Serum Sudah BPOM dan Halal? https://t.co/1A40naytvn,,flowhite bright essence body serum bpom halal,2,Positif,Positif
2025-11-30,12:15:30,Apakah Glumevit Tone Up Booster Sudah BPOM dan Halal? https://t.co/BFWa97meue,,glumevit tone booster bpom halal,2,Positif,Positif
2025-11-30,11:29:22,@halalindonesia_ @arafatea Sertifikasi halal itu kunci penting untuk produk UMK agar makin dipercaya dan mudah diterima di pasar internasional.,,sertifikasi halal kunci produk umk percaya mudah terima pasar internasional,1,Positif,Negatif
2025-11-30,11:28:46,@halalindonesia_ @arafatea Keren banget usaha lokal bisa tembus pasar luar negeri. Sertifikat halal emang jadi nilai plus besar buat produk seperti ini,,keren banget usaha lokal tembus pasar negeri sertifikat halal emang nilai plus produk,1,Positif,Negatif
2025-11-30,11:28:04,@halalindonesia_ @arafatea Wah keren banget lihat UMK seperti @arafatea.asia bisa menembus pasar luar negeri! Sertifikat halal memang jadi kunci penting biar produk makin dipercaya dan mudah diterima di banyak negara. Semoga makin banyak pelaku usaha yang sadar pentingnya halal dan ikut maju bareng. Mantap,,keren banget lihat umk asia tembus pasar negeri sertifikat halal kunci biar produk percaya mudah terima negara moga laku usaha sadar halal maju bareng mantap,1,Positif,Negatif
2025-11-30,11:25:52,@halalindonesia_ @arafatea MasyaAllah inspiratif sekali! Sertifikat Halal memang jadi kunci penting buat UMKM bisa melangkah lebih jauh sampai ke pasar internasional. Semoga semakin banyak produk lokal yang go global! 🇮🇩,,masyaallah inspiratif sertifikat halal kunci umkm lang pasar internasional moga produk lokal global,1,Positif,Negatif
2025-11-30,11:05:11,Dengan halal produk UMK makin dipercaya makin mudah lolos persyaratan negara tujuan dan makin siap terbang jauh lebih tinggi. Yuk #SahabatHalal Mulai urus sertifikat halalnya dari sekarang. #YangPentingHalal #HalalIndonesia #SertifikatHalal,,halal produk umk percaya mudah lolos syarat negara tuju terbang urus sertifikat halal,1,Positif,Negatif
2025-11-30,10:22:13,[HOAKS] Produk Non-Halal akan Dianggap Ilegal Per 2026 https://t.co/fQe86qpcFW,,hoaks produk nonhalal anggap ilegal,1,Positif,Negatif
2025-11-30,04:54:34,Kolaborasi #SinergiBPJPH bersama Universitas Tazkia kembangkan program riset produk halal dorong daya saing industri nasional. https://t.co/hxBTdfbLKo,,kolaborasi universitas tazkia kembang program riset produk halal dorong daya saing industri nasional,1,Positif,Negatif
2025-11-30,03:25:01,BPJPH betul2 kerja nyata dan berul2 buat kita tidak ragu lg dg produk halal #SinergiBPJPH https://t.co/Nf6Hat7eMX,,bpjph kerja nyata berul ragu produk halal,1,Positif,Negatif
2025-11-30,03:25:00,upaya bersama ini bukan hanya menghadirkan produk dan layanan yang memenuhi kaidah halal tetapi juga memperkuat kepercayaan konsumen dan membuka peluang ekonomi baru di berbagai sektor #SinergiBPJPH https://t.co/OfjUFISHaY,,upaya hadir produk layan penuh kaidah halal kuat percaya konsumen buka peluang ekonomi sektor,1,Positif,Negatif
2025-11-30,03:21:58,dengan layanan yang semakin efektif kolaborasi lintas instansi yang solid serta edukasi berkelanjutan untuk para pelaku usaha BPJPH dapat menjadi motor penggerak utama dalam memperluas jangkauan produk halal Indonesia #SinergiBPJPH https://t.co/Kt85u2GMg7,,layan efektif kolaborasi lintas instansi solid edukasi lanjut laku usaha bpjph motor gerak utama luas jangkau produk halal indonesia,1,Positif,Negatif
2025-11-30,03:19:42,upaya bersama ini bukan hanya menghadirkan produk dan layanan yang memenuhi kaidah halal tetapi juga memperkuat kepercayaan konsumen dan membuka peluang ekonomi baru di berbagai sektor #SinergiBPJPH https://t.co/1nxxngsCio,,upaya hadir produk layan penuh kaidah halal kuat percaya konsumen buka peluang ekonomi sektor,1,Positif,Negatif
2025-11-30,03:14:36,BPJPH merangkul semua dari regulator hingga pelaku usaha demi jaminan produk halal yang kredibel. #SinergiBPJPH https://t.co/k6NkXIklxy,,bpjph rangkul regulator laku usaha jamin produk halal kredibel,1,Positif,Negatif
2025-11-30,03:09:30,Optimis dengan langkah #SinergiBPJPH dengan perguruan tinggi bisa menjadikan Indonesia jadi pemain besar pemasok produk halal dunia https://t.co/hxGPzs8uxH,,optimis langkah guru jadi indonesia main pasok produk halal dunia,1,Positif,Negatif
2025-11-30,03:08:13,BPJPH dan perguruan tinggi kolaborasi nyata untuk memperkuat standar dan kualitas produk halal. #SinergiBPJPH https://t.co/uICooOd8sa,,bpjph guru kolaborasi nyata kuat standar kualitas produk halal,1,Positif,Negatif
2025-11-30,03:03:22,Dengan dukungan lintas lembaga lewat #SinergiBPJPH memperkuat ekosistem produk halal di Indonesia loh https://t.co/UypV8eDNLm,,dukung lintas lembaga kuat ekosistem produk halal indonesia loh,1,Positif,Negatif
2025-11-30,03:02:35,Bersama BPJPH kita wujudkan produk halal Indonesia yang mendunia. #SinergiBPJPH https://t.co/gVJJ5488DR,,bpjph wujud produk halal indonesia dunia,1,Positif,Negatif
2025-11-30,03:01:05,Dari sosialisasi sampai pendampingan kerja bareng BPJPH menunjukkan komitmen untuk mengamankan produk halal di Indonesia. Sinergi yang bukan cuma teori tapi aksi nyata. #SinergiBPJPH https://t.co/pzCNIY11qd,,sosialisasi damping kerja bareng bpjph komitmen aman produk halal indonesia sinergi teori aksi nyata,1,Positif,Negatif
2025-11-30,02:58:19,Sangat menjadi pelengkap #SinergiBPJPH membawa kepercayaan global pada produk halal Indonesia https://t.co/tp1YMUiYqD,,lengkap bawa percaya global produk halal indonesia,1,Positif,Negatif
2025-11-30,02:57:05,Dengan sertifikasi halal produk Anda makin dipercaya. #SinergiBPJPH https://t.co/mFaNLf2uOR,,sertifikasi halal produk percaya,1,Positif,Negatif
2025-11-30,02:56:55,Terima kasih BPJPH atas upaya memastikan produk halal dan aman. Semangat terus memberikan pelayanan terbaik untuk masyarakat! #SinergiBPJPH https://t.co/gD1YDODUn6,,terima kasih bpjph upaya produk halal aman semangat layan baik masyarakat,1,Positif,Negatif
2025-11-30,02:56:33,BPJPH Garda terdepan jaminan produk halal di Indonesia. #SinergiBPJPH https://t.co/HxCIBISTb7,,bpjph garda depan jamin produk halal indonesia,1,Positif,Negatif
2025-11-30,02:55:55,Kalo begini mah Indonesia makin maju! Support terus utk produk halal bisa dijadikan prinsip hidup masyarakat #SinergiBPJPH https://t.co/V52NEQ87M9,,kalo mah indonesia maju support produk halal jadi prinsip hidup masyarakat,1,Positif,Negatif
2025-11-30,02:55:53,Membangun ekosistem halal butuh kerja bersama. Dukungan BPJPH memperkuat standar kepastian dan kepercayaan masyarakat terhadap produk halal. #SinergiBPJPH https://t.co/mvHXMxcpo7,,bangun ekosistem halal butuh kerja dukung bpjph kuat standar pasti percaya masyarakat produk halal,1,Positif,Negatif
2025-12-02,22:25:02, kade ah ujug2 dibere spanduk di sini hanya ada produk haram,,kade ujug dibere spanduk produk haram,1,Negatif,Negatif
2025-12-02,21:40:13,@socdem_kid @fluoxetan @mr_kampretz @HmsReaper Kalo musik haram ya market musik bukan ke muslim blok kalo peminat produk kecil ya tinggal naikin value lu + naikin harga jadi noh musik barang mewah. Otak dipake cil ,,kalo musik haram market musik muslim blok kalo minat produk tinggal naikin value naikin harga noh musik barang mewah otak dipake cil,1,Negatif,Negatif
2025-12-02,13:03:08,@Raditama0210 produk si haram ,,produk haram,1,Negatif,Negatif
2025-12-02,06:08:32,@Jefferyyyyy @kaoshitam @GrimmLi08 @Wellbeingwell20 @Aun_Pasu @Apdxxxx @nucleophilia @piyopikavet Makanya dibaca brocacho Alat² modern itu sdh termasuk metode pengolahan yg tergolong konvensional tau ya artinya. Semua daging ada resiko parasit nentuin pure bersihnya itu tergantung gimana produk itu di-handle halal haram itu lain lagi ga ada urusannya sma cacing pita https://t.co/MDTW8eVypB,,baca brocacho alat modern sdh metode olah golong konvensional tau daging resiko parasit nentuin pure bersih gantung gimana produk dihandle halal haram urus sma cacing pita,1,Netral,Negatif
2025-12-01,22:52:17,Ya udah resiko kalau nggak laku. -Di pasar bebas itu boleh -Di Islam lu mau ambil keuntungan 100% asal transparan tanpa adanya paksaan tanpa ada kedzaliman bukan barang haram/diperoleh secara haram itu boleh-halal -di Indonesia asal bukan produk yg nggak ada penetapan,,udah resiko laku pasar bebas islam ambil untung transparan paksa kedzaliman barang haramdiperoleh haram bolehhalal indonesia produk tetap,1,Netral,Negatif
